Title,Release Date,Release Country,Movie Rating,Review Rating,Movie Run Time,Plot,Cast,Filming Locations,Budget, Action, Adult, Adventure, Animation, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, Reality-TV, Romance, Sci-Fi, Sport, Thriller, War, Western,English,Spanish,Japanese,German,Hindi,Filipino,French,Tagalog,Thai,Tamil,Turkish,Russian,Indonesian,Italian,Mandarin,Korean,Swedish,Portuguese,Telugu,Chinese,Malayalam,Malay,Cantonese,Kannada,Danish,Norwegian,Dutch,Arabic,Romanian,Hungarian,Vietnamese,Latin,Serbian,Catalan,Ukrainian,Persian,American Sign Language,Bulgarian,Polish,Bengali
Siccin 2 (2015),0.5999999999999659,0.9014084507042254,0.62,6.8,0.44047619047619047,"Directed by Alper Mestçi. With Bulut Akkale, Ece Baykal, Reyhan Ilhan, Seda Oguz. A woman has had her little child squashed and killed after the jins have turned the cabinet over him as she found out that this was not a coincidence or a matter of death and life rather a malignant black magic has been hatched to hunt their family.",0.15333130514146637,0.8717948717948718,0.0013684157966758726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overwatch (2016),0.8000000000000114,0.9295774647887324,0.76,7.3,0.47023809523809523,"Directed by Christopher M. Carter, Jessica Morgan. With Taylor Plecity, Nathan O. Miller, Steve McKee, Christopher M. Carter. A young woman must choose to survive in the new, war torn, virus infected world while being haunted by her previous life.",0.9166413142683297,0.8974358974358974,0.00010525789529083103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sickness (2017),1.0,0.9295774647887324,0.9,5.1,0.5,"Directed by Brandon E. Brooks. With Brian O'Halloran, Katarina Leigh Waters, Gary Gustin, Fallon Maressa. What would you do, how would you survive, if the world as you know it suddenly turned completely insane.",0.1411621539397627,0.8974358974358974,0.0035789421240996953,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Drift (2014),0.39999999999997726,0.9154929577464789,0.7000000000000001,4.8,0.5297619047619048,"Directed by Darren Scales. With Jonny Black, Victoria Hopkins, Vin Hawke, Peter Revel-Walsh. A salvage vessel arrives at a spaceship graveyard, but its crew soon discover that some things on this Drift are still alive - and hungry.",0.4873745056282324,0.8846153846153846,0.007052626352908559,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Km 31-2 (2016),1.0,0.9295774647887324,0.5,3.9,0.5535714285714286,"Directed by Rigoberto Castañeda. With Carlos Aragón, Mauricio García Lozano, Adrià Collado, Verónica Merchant. The police officer Martin Ugalde is called to investigate a series of kidnappings in Mexico City of kids between 6 and 9 years old. Immediately, he realizes these abductions have a special link with the case seven years before.",0.1639793124429571,0.9358974358974359,0.010526310581717425,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Army of the Damned (2013),0.19999999999998863,0.9295774647887324,0.2,3.8,0.43452380952380953,"Directed by Tom DeNucci. With Michael Berryman, Tony Todd, Jackie Moore, David Chokachi. The filming of a hit reality TV show goes horribly wrong when a group of small town cops respond to a call that brings a whole new meaning to the phrase, domestic disturbance.",0.6693033160937024,0.9358974358974359,0.0063157842437672855,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hell Town (2015),0.5999999999999659,0.9295774647887324,0.7000000000000001,4.8,0.45833333333333337,"Directed by Steve Balderson, Elizabeth Spear. With Debbie Rochon, Jennifer Grace, Amanda Deibert, Chris Pudlo. From award-winning directors Steve Balderson and Elizabeth Spear comes this special presentation of three episodes from their never before released prime-time horror-comedy series HELL TOWN. These episodes are the painstakingly remastered episodes seven, eight and nine of Season Two. Seasons One and Three were completely destroyed in a studio fire. The executives suspected arson.",0.24885914207484028,0.9358974358974359,0.001052626321329612,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neighbours (2014),0.39999999999997726,0.35211267605633806,0.5333333333333333,3.7,0.6726190476190476,"Directed by Shyam Ramsay. With Hritu, Sunny Singh, Gavie Chahal, Arbaaz Ali Khan. When a horror obsessed teenager learns that her next door neighbours are vampires, no one will believe her.",0.3769394584727715,0.9358974358974359,0.0014473631655124376,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pagpag: Siyam na buhay (2013),0.19999999999998863,0.6338028169014085,0.3666666666666667,5.8,0.5535714285714286,"Directed by Frasco Mortiz. With Daniel Padilla, Kathryn Bernardo, Shaina Magdayao, Paulo Avelino. A spirit of a recent dead man hunts down nine persons and tries to kill them after the victims ignored some superstitions during his wake. One of it being that no one should go home directly after visiting a wake so that the spirit of the dead will not follow.",0.22634621235168845,0.9358974358974359,0.0018421000096952632,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Do You Like My Basement (2012),0.39999999999997726,0.9154929577464789,0.2,3.4,0.4464285714285714,"Directed by Roger Sewhcomar. With Lian Allweiss, Maggie Balistreri, Lowell Byers, Eric Chase. Do You Like My Basement? tracks how one man's creative frustration bore a need to make the perfect horror film. Stanley Farmer was rejected universally by the film world. His frustration provoked a darker side and soon cunning, guile, devilish charm and a sociopath's streak compelled him to produce a home-made magnum opus. A film that blurs the lines between reality and fiction and demands the ...",0.5892911469425007,0.8974358974358974,0.0022368368538780888,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorceress (2017),1.0,0.9295774647887324,0.2,4.6,0.4285714285714286,"Directed by Naama Kates, Jarkko T. Laine. With Naama Kates, Oona Airola, Maritta Viitamäki, Antti Lattu. A young woman raised in the US returns to her birth country in Eastern Europe after a devastating tragedy. Questioning her sanity and her sexuality, she starts believing she possesses supernatural powers.",0.7048980833586858,0.3076923076923077,0.002631573698060914,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Warning (2012),0.0,0.9154929577464789,0.2,2.8,0.3928571428571428,"Directed by Alexander Williams. With Simon Phillips, Marc Pickering, Grace Vallorani, Martin Fisher. We were warned in an ancient Mayan prophecy that the 21st December 2012 would be the beginning of the end, but not how and where this new era would unveil itself. Until now.",0.874657742622452,0.9358974358974359,0.002631573698060914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Reverend (2011),0.0,0.9154929577464789,0.2,4.3,0.5119047619047619,"Directed by Neil Jones. With Rutger Hauer, Doug Bradley, Tamer Hassan, Edmund Kingsley. A Reverend begins his first day at his new parish only to be bitten by a vampire. His faith is soon tested when his thirst for blood and an encounter with a prostitute gives him a thirst for justice.",0.8211134773349559,0.8846153846153846,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Terror Birds (2016),0.8000000000000114,0.9295774647887324,0.2,3.9,0.4464285714285714,"Directed by Sean Cain. With Jessica Lee Keller, Lindsey Sporrer, Greg Evigan, Leslie Easterbrook. When Maddy Stern discovers her father has gone missing during a routine birdwatching excursion, she and her college pals trek out into the wilderness to find him, only to end up in a wealthy scientist's desolate ranch aviary, where they encounter a pair of giant, hungry terror birds believed to be extinct for centuries.",0.45177973836324914,0.8974358974358974,0.0026394684349445707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin of Horror (2015),0.5999999999999659,0.9295774647887324,0.2,4.9,0.31547619047619047,"Directed by Sean Michael Williams, Emily Rahman. With Sean Michael Williams, Emily Rahman, Sophie Morrison, Steven Perillo. Jett, an indie filmmaker in search of a bone-chilling thrill, persuades his girlfriend Emma and friends to accompany him in an unauthorized weekend stay at a haunted cabin near Devil's Creek in Michigan. Upon their stay, they are harassed and terrorized by an evil spirit that refuses to let them leave the haunted grounds...ALIVE!",0.849406753878917,0.8974358974358974,1.578421060939058e-05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bayama Irukku (2017),1.0,0.35211267605633806,0.2,6.2,0.6547619047619048,"Directed by Jawahar. With Jagan, Lollu Sabha Jeeva, Reshmi Menon, Santhosh Prathap. After a group of friends discovers that one of their friends is facing problems with his wife, who they believe is possessed by a ghost, they try to save him with the help of an exorcist.",0.4009735320961363,0.9358974358974359,0.007902626357382245,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The curse of the mayans (2017),1.0,0.4366197183098592,0.2,4.5,0.5744047619047619,"Directed by Joaquin Rodriguez. With Olga Fonda, Carla Ortiz, Steve Wilcox, Mark Tacher. Dr. Alan Green an American Archelogist leads Danielle Noble an her team of cave divers on an expedition searching the Mayan ancient records. Instead of finding glory they will find hell hidden in the underwater caves of Xibalba.",0.7365378764831153,0.5769230769230769,0.015789468504155097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Invited (2010),0.5999999999999659,0.9295774647887324,0.2,4.3,0.49404761904761907,"Directed by Ryan McKinney. With Carlos Alazraqui, Ellen Albertini Dow, Dana Barron, Christa Bella. A young married couple who are pregnant with their first child moves into their turn-of-the-century home where they discover that a great evil has resided there for nearly a century, unleashed by a previous occupant.",0.1636750836629145,0.8974358974358974,0.03684210019390579,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purgatory Road (2017),1.0,0.9295774647887324,0.30000000000000004,6.9,0.5119047619047619,"Directed by Mark Savage. With Jeremy Sande, Sylvia Grace Crim, Kerry Kelly Gridley, Gary Cairns.",0.4441740188621843,0.9358974358974359,0.033333328245614004,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Small Woman in Grey (2017),1.0,0.9154929577464789,0.4,9.5,0.4642857142857143,"Directed by Andrew Sean Eltham-Byers. With Brinke Stevens, Susan Barham, Josh Boden, Aurora Collman. A group of teenagers go for a partying weekend in the woods. Unknown to them the woods they have chosen is home to a legend. The legend of a young girl who was bullied and then committed suicide. Are the woods haunted by a peaceful spirit or a spirit hell bent on destruction? Or is everything not quite what it seems? Watch as our teenagers fight with all their might to survive until morning.",0.1448128993002738,0.8846153846153846,0.029824556297322228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Witchcraft 15: Blood Rose (2016),1.0,0.9295774647887324,0.5,4.0,0.4107142857142857,"Directed by David Palmieri. With Molly Dougherty, Noël VanBrocklin, Berna Roberts, Leroy Castanon. Rose, a legacy witch, becomes a member of a local coven. Seductress Sharon uses her own powers to enter Roses' body and mind. She uses Rose unwillingly to steal people's souls. Her ultimate goal: resurrect Satan himself. Will Rose stop her sexy, evil rampage before it is too late?",0.6969881350775783,0.9358974358974359,0.026315784349030442,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oru Murai Vanthu Paarthaya (2016),0.8000000000000114,0.35211267605633806,0.6000000000000001,5.3,0.8273809523809523,"Directed by Sajan K. Mathew. With Unni Mukundan, Prayaga Martin, Sanusha, Bindu Panikkar. Prakshan runs an electrical hardware shop and is known by all the people of that village. As the story progresses, the entry of a mysterious girl in Prakshan's life unfolds a lot of suspense and comical moments.",0.9580164283541223,0.9358974358974359,0.022807012400738663,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Taint (2011),0.19999999999998863,0.9295774647887324,0.7000000000000001,5.3,0.375,"Directed by Drew Bolduc, Dan Nelson. With Drew Bolduc, Colleen Walsh, Cody Crenshaw, Kenneth Hall. The water is tainted. The Taint poisons the minds of men. It turns them into raging misogynists: monsters who want nothing more than to crush women's heads with rocks (or other objects). When society is transformed into a land of sadistic violence and horrible brutality, it is up to Phil O'Ginny and his hot friend, Misandra, to combat the horrible evil that is The Taint. Can they survive a world ...",0.274414359598418,0.9358974358974359,0.01929824045244688,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prairie Dog (2015),0.8000000000000114,0.9295774647887324,0.8,7.4,0.48809523809523814,"Directed by C. Blake Evernden. With John W. Bowers, Sebastian David, Tighe Gill, Stephen Graham. A lone sheriff and a visiting environmental consultant race to solve the mystery that haunts the valleys of Brada County.",0.48098570124733797,0.15384615384615385,0.015789468504155097,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Werewolf Rising (2014),0.39999999999997726,0.9295774647887324,0.9,2.3,0.3928571428571428,"Directed by BC Furtney. With Bill Oberst Jr., Melissa Carnell, Matt Copko, Brian Berry. Emma is a country girl who left for the big city only to return years later with big problems. And when she returns to her childhood home deep in the Arkansas mountains for some well needed rest, relaxation, and soul searching, her problems have only just begun. A bloodthirsty werewolf emerges from the woods to lay siege to the area, ravaging anything in its path and revealing a sinister ...",0.11956191055673866,0.9358974358974359,0.01228069655586332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Getting Schooled (2017),1.0,0.9295774647887324,0.7250000000000001,3.0,0.42261904761904756,"Directed by Chuck Norfolk. With Mayra Leal, Tom Long, Roland Ruiz, Jake Byrd. In 1983, a group of High School students in a day of detention must run for their lives when a teacher in a wheel chair turns out to be an ex black ops soldier having a murderous flashback.",0.6604806814724673,0.9358974358974359,0.008771924607571535,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Cursed Man (2016),0.8000000000000114,0.9295774647887324,0.55,7.9,0.4642857142857143,"Directed by James L. Perry. With Brahm Gallagher, Brinna Locke, Maritza Brikisak, Linda Bendik. Alister Kunkle believes death is in love with him. A simple smile from friend or stranger is all it takes to encourage death to kill.",0.13173106175844235,0.8974358974358974,0.005263152659279751,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evil in Her (2017),1.0,0.9295774647887324,0.375,3.5,0.5476190476190477,"Directed by Arun Konda. With Ben Whalen, Claire Bermingham, Junie Hoang, Tara Brown. After a series of young women are brutally murdered, the spirit of one of the women seeks to exact revenge on the killers as it works through the body of Sara, an unsuspecting newlywed. Sara's husband must navigate a terrifying sequence of murder, exorcism, and revenge in a race to solve the murders and bring the killers to justice. Once the killers have been identified, Sara and her husband face...",0.11256464861575904,0.8974358974358974,0.0007894684252077286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escaping the Dead (2017),1.0,0.9295774647887324,0.2,7.3,0.5059523809523809,"Directed by Martin Sonntag. With Bastian Brinch Pedersen, Kim Sønderholm, Sune Rolf Jensen, Heine Sørensen. Inspired by the face eating incident in Florida a few years back, the film has its starting point in a typical day for the lead character, David. David is the local marihuana pusher, but he is the kind of dealer that smokes more than he sells. The country has been hit by a new deathdrug and when David and his partner in crime, Ahmir, are offered some exceptionally cheap cocaine they see it as an ...",0.10830544569516276,0.2564102564102564,0.001907889483725734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord of Darkness (2012),0.19999999999998863,0.9295774647887324,0.5,4.5,0.4642857142857143,"Directed by Ricky Wood. With David Hayman, Samuel Feeney, Gavin Mitchell, William Houston. Scottish cannibal Sawney Bean and his murderous, inbred family are responsible for over a thousand murders over the centuries.",0.24307879525403103,0.8846153846153846,0.0030263105422437394,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bloody Homecoming (2013),0.39999999999997726,0.647887323943662,0.9,3.6,0.41666666666666663,"Directed by Brian C. Weed. With Jim Tavaré, Rae Latt, Lexi Giovagnoli, Alex Dobrenko. Three years after a tragic accident leaves a student dead at the annual Homecoming dance, a group of senior friends anxious about the return of Homecoming Night to their sleepy Southern town find themselves visited by a deadly presence from their past in the dark and desolate halls of their very own high school.",0.4599939154243991,0.8974358974358974,0.0041447316007617455,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacchanalia (2017),1.0,0.9295774647887324,0.7000000000000001,5.8,0.5297619047619048,"Directed by Gary Meyer. With Edmund Digby-Jones, Kyle Calderwood, Mariana Peñalva, Lucinda Rhodes Thakrar. What seems like an innocent wine tasting weekend turns into a bizarre, wicked, sensually overheated debauchery, culminating in a murderous grand finale evening and fateful morning after.",0.28110739275935503,0.3205128205128205,0.005263152659279751,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Applecart (2015),0.5999999999999659,0.9295774647887324,0.6375000000000001,6.4,0.5178571428571429,"Directed by Dustin Mills. With Joni Durian, Allison Egan, Haley Madison, Josh Miller. Experimental b&w anthology film with no dialogue consisting of four gruesome psychosexual stories featuring a masked cast. A woman hates her family. An elderly person is abused. A woman hates her dad. A nut abducts his female co-worker.",0.4867660480681472,0.9358974358974359,0.004388591251168025,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Welcome to the Circle (2017),1.0,0.9295774647887324,0.5750000000000001,5.35,0.5059523809523809,"Directed by David Fowler. With Taylor Dianne Robinson, Matthew MacCaull, Cindy Busby, Heather Doerksen.",0.915728627928202,0.9358974358974359,0.0035140298430562976,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
